GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "42140","Santa Fe, NM (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",87.115,93.629,90.750,94.793,97.851,103.683,107.453,112.242,103.508,103.862,101.844,100.000,100.652,102.780,100.093,100.311,99.416,101.436,101.146,92.301
 "42140","Santa Fe, NM (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4132359,4557210,4514636,4855877,5172089,5659742,6072316,6469610,6066643,6156521,6128125,6163137,6364562,6664373,6657742,6795191,6860618,7163466,7321953,6873908
 "42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",17976028,18690777,19398289,20025671,20830418,21164197,21554565,22045791,22573538,22375651,22434007,22959581,23302304,23807041,24986874,25172214,25885092,26938329,27183782,26623985
 "42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.294,81.407,84.489,87.221,90.726,92.180,93.880,96.020,98.319,97.457,97.711,100.000,101.493,103.691,108.830,109.637,112.742,117.329,118.398,115.960
 "42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",14207142,15016801,15948284,16990529,18130207,18917051,19989177,20807686,21227958,21416761,22035189,22959581,23800732,24617577,25885954,26216695,27483494,29114688,29893355,29697904
 "42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20912833,21717359,21512326,21456093,21821595,22033382,22409403,22250970,21430364,22072212,22434452,22779964,23247064,24074511,25156011,25745062,26325465,27565642,27657268,26611361
 "42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.804,95.335,94.435,94.188,95.793,96.723,98.373,97.678,94.075,96.893,98.483,100.000,102.050,105.683,110.430,113.016,115.564,121.008,121.410,116.819
 "42220","Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16871832,17822659,17880145,18203204,19022345,19756918,20624550,20812316,20672509,21365804,21921636,22779964,23768530,25123993,26826940,27888243,28886110,30770916,31656194,31247324
 "42340","Savannah, GA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",12584155,12839015,13208848,13845826,14737423,15430268,15753146,15510790,15389716,15691687,16063934,16578746,16549345,17247089,17731389,18402566,19028835,19103343,19641132,18484448
 "42340","Savannah, GA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.905,77.443,79.673,83.516,88.893,93.073,95.020,93.558,92.828,94.649,96.895,100.000,99.823,104.031,106.953,111.001,114.778,115.228,118.472,111.495
 "42340","Savannah, GA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",9606260,9993705,10512537,11321802,12474433,13545730,14256211,14298767,14561594,15050402,15710216,16578746,16938729,18070443,19061111,20065415,21157612,21769457,22943785,21972301
 "42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",20606178,20572743,20940939,21424248,21660343,21859092,22381325,22736702,22498862,22947984,23130156,23253981,23315855,23782085,24470931,24776172,24714133,24839465,25279179,23974142
 "42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.614,88.470,90.053,92.132,93.147,94.002,96.247,97.776,96.753,98.684,99.468,100.000,100.266,102.271,105.233,106.546,106.279,106.818,108.709,103.097
 "42540","Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",16433228,16663038,17258353,18055694,18760327,19535923,20539829,21225932,21705918,22258575,22698421,23253981,23810545,24750528,25709506,26306953,26673159,27445871,28492937,27401877
 "42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",197751593,197810641,200488560,205095851,219007669,229388451,245638529,251340154,241681397,248596172,256699588,269458587,279660342,291560585,303613979,315433699,335583717,361912048,378325980,378145809
 "42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.388,73.410,74.404,76.114,81.277,85.129,91.160,93.276,89.691,92.258,95.265,100.000,103.786,108.202,112.676,117.062,124.540,134.311,140.402,140.335
 "42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",159243612,162437211,167612447,175236780,192044474,206996833,227215084,235857435,231980182,240147409,251468132,269458587,285068194,302314756,320665748,336256816,360610815,393634702,419475451,426939963
 "42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3979474,4260734,4555675,4860194,5266958,5290760,5460936,5122827,4794832,4612195,4653738,4758248,4831770,5015833,5378608,5822835,5902937,6037532,6251797,5986673
 "42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.633,89.544,95.743,102.143,110.691,111.191,114.768,107.662,100.769,96.931,97.804,100.000,101.545,105.413,113.038,122.374,124.057,126.886,131.389,125.817
 "42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3041005,3330473,3641975,4012725,4471416,4642153,4982136,4755837,4531490,4410775,4546612,4758248,4938402,5212507,5697364,6261768,6465397,6747852,7176706,7020432
 "42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1868324,2019732,2088166,2218837,2369473,2573783,2561125,2411216,2424602,2339590,2255579,2343694,2202056,2204009,2245501,2317301,2366543,2280684,2426133,2391999
 "42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.717,86.177,89.097,94.673,101.100,109.817,109.277,102.881,103.452,99.825,96.240,100.000,93.957,94.040,95.810,98.874,100.975,97.311,103.517,102.061
 "42700","Sebring-Avon Park, FL (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1400065,1538759,1632230,1804118,1956036,2181586,2298080,2203938,2218112,2191158,2203385,2343694,2252707,2273385,2327756,2412384,2515352,2465287,2680899,2705451
 "43100","Sheboygan, WI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",5593766,5693866,5830406,6210386,6080798,6041036,6203092,6089622,5791475,5881488,5986703,6036499,6050920,6140914,6282181,6506174,6508920,6621515,6503641,6277392
 "43100","Sheboygan, WI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.666,94.324,96.586,102.881,100.734,100.075,102.760,100.880,95.941,97.432,99.175,100.000,100.239,101.730,104.070,107.781,107.826,109.691,107.739,103.991
 "43100","Sheboygan, WI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",4367767,4500928,4643869,5054141,5101395,5220166,5495498,5537080,5568092,5634845,5821750,6036499,6178352,6387545,6694052,7012881,7053039,7293276,7332051,7231951
 "43300","Sherman-Denison, TX (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3127864,3207642,3261898,3473589,3508475,3806857,3746975,3787663,3788149,3883422,4077761,4192763,4226710,4282513,4415646,4507768,4517559,4751598,4794754,4778611
 "43300","Sherman-Denison, TX (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.601,76.504,77.798,82.847,83.679,90.796,89.368,90.338,90.350,92.622,97.257,100.000,100.810,102.141,105.316,107.513,107.747,113.329,114.358,113.973
 "43300","Sherman-Denison, TX (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2761475,2848142,2944021,3188506,3306458,3626453,3613236,3716034,3654690,3793406,4037303,4192763,4318370,4445693,4557702,4688826,4774314,5130317,5273226,5354786
 "43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",15297578,15403754,16091482,16977651,17992654,18653776,17196087,17294897,19843180,20988818,22173937,21049338,19423370,19367631,19977362,19835303,20608593,20782158,21112526,19647994
 "43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.675,73.179,76.446,80.656,85.478,88.619,81.694,82.164,94.270,99.712,105.343,100.000,92.275,92.011,94.907,94.232,97.906,98.731,100.300,93.343
 "43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",11209051,11283034,12471597,13744812,15683002,16799095,16066667,17255862,17645977,20088063,22450627,21049338,19910828,20037526,19047614,18744147,20509912,21941891,21698724,19320925
 "43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3382184,3421990,3663492,3788897,3981115,4050303,4318732,4411343,4422389,4579776,4611396,4429315,4287516,4147943,4223038,4287830,4205704,4187426,4280992,4501616
 "43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.359,77.258,82.710,85.541,89.881,91.443,97.503,99.594,99.844,103.397,104.111,100.000,96.799,93.648,95.343,96.806,94.952,94.539,96.651,101.632
 "43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2583520,2683847,2964124,3157336,3422724,3611237,3972767,4137227,4244811,4443445,4545185,4429315,4364219,4310996,4473708,4585504,4562435,4651051,4855035,5224460
 "43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",7584736,6839464,6739983,7170294,7480723,7623343,7805444,8171104,7660627,7839424,7526763,7191503,7064058,7062379,7293392,7375395,7204143,7585989,7623369,7581950
 "43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.468,95.105,93.721,99.705,104.022,106.005,108.537,113.622,106.523,109.010,104.662,100.000,98.228,98.204,101.417,102.557,100.176,105.485,106.005,105.429
 "43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",5828768,5309956,5304201,5776510,6171525,6452747,6794218,7346343,7175315,7426659,7306805,7191503,7231120,7395550,7823611,8033309,7929472,8498099,8740101,8891121
 "43620","Sioux Falls, SD (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8862965,10431068,10197410,12028674,12948660,14147033,14290100,14699126,15520650,14969717,15965295,17427521,16858637,17642396,17861294,18147375,17948862,17922241,18570192,18073736
 "43620","Sioux Falls, SD (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",50.856,59.854,58.513,69.021,74.300,81.176,81.997,84.344,89.058,85.897,91.610,100.000,96.736,101.233,102.489,104.131,102.991,102.839,106.557,103.708
 "43620","Sioux Falls, SD (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7407936,8842547,8850384,10681264,11749863,13280001,13829463,14206784,14293713,14262636,15478345,17427521,17378080,18807454,19598524,20709737,21200502,22149514,23604298,23357987
 "43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",11679047,11939773,12581969,12991163,13067512,13330626,13397983,12842852,11544185,12140698,12278758,12396507,12536176,12977110,13187921,13173171,13254569,13837217,14119737,13303435
 "43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.212,96.316,101.496,104.797,105.413,107.535,108.079,103.601,93.124,97.936,99.050,100.000,101.127,104.684,106.384,106.265,106.922,111.622,113.901,107.316
 "43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",9283892,9647625,10323348,10922332,11266119,11769085,12152359,11808935,10958358,11605612,11950518,12396507,12803753,13494094,14057647,14240540,14522784,15467023,16136196,15502941
 "43900","Spartanburg, SC (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",10016269,10327781,10778932,11387703,11779204,12399103,12291464,11976810,10850011,11267315,11442494,11270053,11374971,11595799,12027763,12688111,13284253,13662731,14258341,14020209
 "43900","Spartanburg, SC (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.875,91.639,95.642,101.044,104.518,110.018,109.063,106.271,96.273,99.976,101.530,100.000,100.931,102.890,106.723,112.583,117.872,121.230,126.515,124.402
 "43900","Spartanburg, SC (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",8339480,8681321,9099788,9734150,10226577,10949149,11103366,10976664,10434999,10826103,11110152,11270053,11640350,12102919,12990649,13931126,14725516,15384716,16449963,16458704
 "44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",17470841,17500544,17788280,18464294,19268435,19906160,20625136,21017693,20240212,20353902,20378003,20638582,20875266,21231705,21733198,22268931,22974982,24132299,24787574,24269344
 "44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)", ,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.651,84.795,86.189,89.465,93.361,96.451,99.935,101.837,98.070,98.621,98.737,100.000,101.147,102.874,105.304,107.900,111.321,116.928,120.103,117.592
 "44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)", ,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",13660390,13965835,14458799,15459144,16608348,17715397,18905469,19591788,19255159,19581878,19936864,20638582,21313334,22131838,23128049,24046663,25220878,27115183,28523491,28511612
 "44100","Springfield, IL (Metropolitan Statistical Area)", ,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",9978799,10165133,9920080,9907681,9859728,9914795,9819889,9958821,9939342,10177083,10170538,10093775,10087194,10277109,10287014,10315861,10296081,10638768,10623489,9959868
